,Unnamed: 0,ingredient,amount,ingr_annotation,amount_annotation,norm_value,norm_unit,nutrition
507,507,haferflocken,3 el,"{""volumen"": 3, ""einheit"": ""el""}","{""zutat"": ""Haferflocke""}",0.045,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""haferflocken"", ""erkannteZutat"": ""Haferflockenpl\u00e4tzchen""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.6422104600000003}]]}"
508,508,einweckgläser,5 stk.,"{""anzahl"": 5, ""einheit"": ""stk.""}","{""zutat"": ""Einweckglas"", ""eigenschaft"": ""St\u00fcck""}",5.0,stk,
509,509,kohlrabi frisch,2 stk.,"{""anzahl"": 2, ""einheit"": ""stk.""}","{""zutat"": ""Kohlrabi"", ""eigenschaft"": ""frisch""}",2.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""kohlrabi"", ""erkannteZutat"": ""Kohlrabi roh""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.3953504600000002}]]}"
510,510,rosenkohl frisch,1 kg,"{""gewicht"": 1, ""einheit"": ""kg""}","{""zutat"": ""Rosenkohl"", ""eigenschaft"": ""frisch""}",1000.0,g,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""g"", ""bezeichnung"": ""rosenkohl"", ""erkannteZutat"": ""Rosenkohl roh""}, {""ZF"": 3400.0, ""ZE"": 44500.0, ""ZK"": 32900.0, ""ZA"": 0.0, ""GCAL"": 360.0, ""QUALI"": 1.4657404600000001}]]}"
511,511,karotte,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Karotte""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""karotte"", ""erkannteZutat"": ""Karotten-Saftschorle""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": -0.19605954000000003}]]}"
512,512,fenchel frisch,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Fenchel"", ""eigenschaft"": ""frisch""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""130.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""fenchel"", ""erkannteZutat"": ""Fenchel""}, {""ZF"": 260.0, ""ZE"": 1820.0, ""ZK"": 3900.0, ""ZA"": 0.0, ""GCAL"": 24.7, ""QUALI"": 99999.0}]]}"
513,513,ingwer frisch,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Ingwer"", ""eigenschaft"": ""frisch""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""ingwer"", ""erkannteZutat"": ""Ingwerknolle""}, {""ZF"": 50.0, ""ZE"": 59.95, ""ZK"": 450.0, ""ZA"": 0.0, ""GCAL"": 2.5, ""QUALI"": 99999.0}]]}"
514,514,zucchini,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Zucchini"", ""eigenschaft"": ""stark""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""175.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zucchini"", ""erkannteZutat"": ""Zucchini roh""}, {""ZF"": 502.25, ""ZE"": 3552.5, ""ZK"": 3946.25, ""ZA"": 0.0, ""GCAL"": 36.75, ""QUALI"": 1.3953504600000002}]]}"
515,515,curry,1 teelöffel,"{""volumen"": 1, ""einheit"": ""teel\u00f6ffel""}","{""zutat"": ""Curry""}",0.005,l,"{""detailed_info"": [[{""menge"": ""0.005g"", ""einheit"": ""l"", ""bezeichnung"": ""curry"", ""erkannteZutat"": ""Currypulver""}, {""ZF"": 0.4449, ""ZE"": 0.49685, ""ZK"": 2.45555, ""ZA"": 0.0, ""GCAL"": 0.01595, ""QUALI"": 99999.0}]]}"
516,516,zwiebel,3 stk.,"{""anzahl"": 3, ""einheit"": ""stk.""}","{""zutat"": ""Zwiebel""}",3.0,stk,"{""detailed_info"": [[{""menge"": ""300.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 750.0, ""ZE"": 3531.0, ""ZK"": 14763.0, ""ZA"": 0.0, ""GCAL"": 84.0, ""QUALI"": 99999.0}]]}"
517,517,liebstöckel frisch,3 zweige,"{""anzahl"": 3, ""einheit"": ""zweige""}","{""zutat"": ""Liebst\u00f6ckel"", ""eigenschaft"": ""frisch""}",3.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""liebstockel"", ""erkannteZutat"": ""Liebst\u00f6ckel""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.7061904600000001}]]}"
518,518,wasser kochend,2.2 liter,"{""volumen"": 2.2, ""einheit"": ""liter""}","{""zutat"": ""Wasser"", ""eigenschaft"": ""kochend""}",2.2,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
519,519,wasser kalt,2 liter,"{""volumen"": 2, ""einheit"": ""liter""}","{""zutat"": ""Wasser"", ""eigenschaft"": ""kalt""}",2.0,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
520,520,chilli rot,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Chili"", ""eigenschaft"": ""rot""}",1.0,stk,
521,521,kalbfleisch,1 stck.,"{""anzahl"": 1, ""einheit"": ""stck.""}","{""zutat"": ""Kalbfleisch""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""200.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""kalbfleisch"", ""erkannteZutat"": ""Kalb Fleisch roh""}, {""ZF"": 10560.0, ""ZE"": 38540.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 250.0, ""QUALI"": 1.8816304600000002}]]}"
522,522,ei,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Ei""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""H\u00fchnerei""}, {""ZF"": 4660.0, ""ZE"": 5925.0, ""ZK"": 765.0, ""ZA"": 0.0, ""GCAL"": 68.5, ""QUALI"": 99999.0}]]}"
523,523,semmelbrösel,3 el,"{""volumen"": 3, ""einheit"": ""el""}","{""zutat"": ""Semmelbr\u00f6sel""}",0.045,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""semmelbrosel"", ""erkannteZutat"": ""Semmelbr\u00f6sel""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.9685504600000002}]]}"
524,524,mehl,2 el,"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""Mehl""}",0.03,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""mehl"", ""erkannteZutat"": ""Mehl""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
525,525,zucchini,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zucchini""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""175.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zucchini"", ""erkannteZutat"": ""Zucchini roh""}, {""ZF"": 502.25, ""ZE"": 3552.5, ""ZK"": 3946.25, ""ZA"": 0.0, ""GCAL"": 36.75, ""QUALI"": 1.3953504600000002}]]}"
526,526,zitrone,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zitrone""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""60.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zitrone"", ""erkannteZutat"": ""Zitrone""}, {""ZF"": 360.0, ""ZE"": 420.0, ""ZK"": 1896.0, ""ZA"": 0.0, ""GCAL"": 21.6, ""QUALI"": 99999.0}]]}"
527,527,minzeblätter,1 hand,"{""anzahl"": 1, ""einheit"": ""hand""}","{""zutat"": ""M\u00fcnzblatt"", ""eigenschaft"": ""hand""}",1.0,stk,
528,528,hakkaido-kürbis,750 g,"{""gewicht"": 750, ""einheit"": ""g""}","{""zutat"": ""K\u00fcrbis"", ""eigenschaft"": ""Hakkaido""}",750.0,g,
529,529,gemüsebrühe,2 liter,"{""volumen"": 2, ""einheit"": ""liter""}","{""zutat"": ""Br\u00fche"", ""eigenschaft"": ""gem\u00fcse-""}",2.0,l,"{""detailed_info"": [[{""menge"": ""16.0g"", ""einheit"": ""l"", ""bezeichnung"": ""gemusebruhe"", ""erkannteZutat"": ""Gem\u00fcsebr\u00fche gek\u00f6rnt""}, {""ZF"": 1136.0, ""ZE"": 2480.0, ""ZK"": 1968.0, ""ZA"": 0.0, ""GCAL"": 28.16, ""QUALI"": -0.6503895399999998}]]}"
530,530,knoblauchzehe geschält,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Knoblauchzehe"", ""eigenschaft"": ""gesch\u00e4lt""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""knoblauchzehe"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 6.0, ""ZE"": 302.5, ""ZK"": 1420.5, ""ZA"": 0.0, ""GCAL"": 7.1, ""QUALI"": 99999.0}]]}"
531,531,lauch längs halbiert undgeschnitten,100 g,"{""gewicht"": 100, ""einheit"": ""g""}","{""zutat"": ""Lauch"", ""eigenschaft"": ""geschnitten""}",100.0,g,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""g"", ""bezeichnung"": ""lauch"", ""erkannteZutat"": ""Porree roh""}, {""ZF"": 286.0, ""ZE"": 2140.0, ""ZK"": 3262.0, ""ZA"": 0.0, ""GCAL"": 25.0, ""QUALI"": 1.25457046}]]}"
532,532,chilischote,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Chilischote""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""chilischote"", ""erkannteZutat"": ""Chiliso\u00dfen""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.63580046}]]}"
533,533,curry,1 teelöffel,"{""volumen"": 1, ""einheit"": ""teel\u00f6ffel""}","{""zutat"": ""Curry""}",0.005,l,"{""detailed_info"": [[{""menge"": ""0.005g"", ""einheit"": ""l"", ""bezeichnung"": ""curry"", ""erkannteZutat"": ""Currypulver""}, {""ZF"": 0.4449, ""ZE"": 0.49685, ""ZK"": 2.45555, ""ZA"": 0.0, ""GCAL"": 0.01595, ""QUALI"": 99999.0}]]}"
534,534,äpfel elstar,2 stück,"{""anzahl"": 2, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Apfel"", ""eigenschaft"": ""Elstar""}",2.0,stk,"{""detailed_info"": [[{""menge"": ""230.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""apfel elstar"", ""erkannteZutat"": ""Apfel""}, {""ZF"": 112.7, ""ZE"": 782.0, ""ZK"": 33005.0, ""ZA"": 0.0, ""GCAL"": 140.3, ""QUALI"": 1.44842046}]]}"
535,535,sahne   fett,200 g,"{""gewicht"": 200, ""einheit"": ""g""}","{""zutat"": ""Sahne"", ""eigenschaft"": ""fett""}",200.0,g,"{""detailed_info"": [[{""menge"": ""200.0g"", ""einheit"": ""g"", ""bezeichnung"": ""fett"", ""erkannteZutat"": ""Bratfett (tierisches Fett)""}, {""ZF"": 198600.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 1756.0, ""QUALI"": -0.12749953999999986}]]}"
536,536,kürbiskerne,6 esslöffel,"{""anzahl"": 6, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Kern"", ""eigenschaft"": ""K\u00fcrbis""}",0.09,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""kurbiskerne"", ""erkannteZutat"": ""K\u00fcrbiskern""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
537,537,sonnenblumenkerne geröstet,6 esslöffel,"{""anzahl"": 6, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Sonnenblumenkern"", ""eigenschaft"": ""ger\u00f6stet""}",0.09,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""sonnenblumenkerne gerostet"", ""erkannteZutat"": ""Sonnenblumenkern""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 2.41934046}]]}"
538,538,dinkelvollkornmehl,250 g,"{""gewicht"": 250, ""einheit"": ""g""}","{""zutat"": ""Dinkelvollkornmehl""}",250.0,g,
539,539,dinkelmehl typ  ,250 g,"{""gewicht"": 250, ""einheit"": ""g""}","{""zutat"": ""Dinkelmehl"", ""eigenschaft"": ""typ""}",250.0,g,"{""detailed_info"": [[{""menge"": ""250.0g"", ""einheit"": ""g"", ""bezeichnung"": ""dinkelmehl typ"", ""erkannteZutat"": ""Dinkelmehl Typ 630""}, {""ZF"": 3255.0, ""ZE"": 30975.0, ""ZK"": 172250.0, ""ZA"": 0.0, ""GCAL"": 855.0, ""QUALI"": 1.80033046}]]}"
540,540,zuckerrübensirup,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""Sirup"", ""eigenschaft"": ""Zuckerr\u00fcben""}",0.005,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""zuckerrubensirup"", ""erkannteZutat"": ""Sirup""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
541,541,salz,1 ½ tl,"{""anzahl"": 1.5, ""einheit"": ""tl""}","{""zutat"": ""Salz""}",0.0075,l,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""l"", ""bezeichnung"": ""salz"", ""erkannteZutat"": ""Salz""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
542,542,hefe,1 würfel,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Hefe"", ""eigenschaft"": ""W\u00fcrfel""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""hefe"", ""erkannteZutat"": ""Hefe""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
543,543,öl,3 el,"{""volumen"": 3, ""einheit"": ""el""}","{""zutat"": ""\u00d6l""}",0.045,l,"{""detailed_info"": [[{""menge"": ""15.0g"", ""einheit"": ""l"", ""bezeichnung"": ""ol"", ""erkannteZutat"": ""Sonnenblumen\u00f6l""}, {""ZF"": 15000.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 132.6, ""QUALI"": 99999.0}]]}"
544,544,wasser warm,250 ml,"{""volumen"": 250, ""einheit"": ""ml""}","{""zutat"": ""Wasser"", ""eigenschaft"": ""warm""}",0.25,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
545,545,sonnenblumenkerne,60 g,"{""gewicht"": 60, ""einheit"": ""g""}","{""zutat"": ""Sonnenblumenkern"", ""eigenschaft"": ""sonnen-""}",60.0,g,"{""detailed_info"": [[{""menge"": ""60.0g"", ""einheit"": ""g"", ""bezeichnung"": ""sonnenblumenkerne"", ""erkannteZutat"": ""Sonnenblumenkern""}, {""ZF"": 15780.0, ""ZE"": 15666.0, ""ZK"": 20844.0, ""ZA"": 0.0, ""GCAL"": 288.0, ""QUALI"": 99999.0}]]}"
546,546,apfelmus,125 gramm,"{""gewicht"": 125, ""einheit"": ""gramm""}","{""zutat"": ""Apfelmus""}",125.0,g,"{""detailed_info"": [[{""menge"": ""125.0g"", ""einheit"": ""g"", ""bezeichnung"": ""apfelmus"", ""erkannteZutat"": ""Apfelmus Konserve""}, {""ZF"": 121.25, ""ZE"": 275.0, ""ZK"": 24000.0, ""ZA"": 0.0, ""GCAL"": 101.25, ""QUALI"": 0.5653704600000002}]]}"
547,547,kandisin pulver,10 gramm,"{""gewicht"": 10, ""einheit"": ""gramm""}","{""zutat"": ""Kandisin"", ""eigenschaft"": ""Pulver""}",10.0,g,
548,548,vanillezucker,1 päckchen,"{""anzahl"": 1, ""einheit"": ""P\u00e4ckchen""}","{""zutat"": ""Vanillezucker""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""vanillezucker"", ""erkannteZutat"": ""Vanillezucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
549,549,eier,3 stück,"{""anzahl"": 3, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Ei"", ""eigenschaft"": ""frisch""}",3.0,stk,"{""detailed_info"": [[{""menge"": ""150.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""H\u00fchnerei""}, {""ZF"": 13980.0, ""ZE"": 17775.0, ""ZK"": 2295.0, ""ZA"": 0.0, ""GCAL"": 205.5, ""QUALI"": 99999.0}]]}"
550,550,zitronensaft,2 cl,"{""volumen"": 2, ""einheit"": ""cl""}","{""zutat"": ""Zitronensaft""}",0.02,l,"{""detailed_info"": [[{""menge"": ""1.2g"", ""einheit"": ""l"", ""bezeichnung"": ""zitronensaft"", ""erkannteZutat"": ""Zitrone Fruchtsaft""}, {""ZF"": 5.808, ""ZE"": 7.62, ""ZK"": 45.071999999999996, ""ZA"": 0.0, ""GCAL"": 0.444, ""QUALI"": 99999.0}]]}"
551,551,backpulver,1 päckchen,"{""anzahl"": 1, ""einheit"": ""P\u00e4ckchen""}","{""zutat"": ""Backpulver""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""backpulver"", ""erkannteZutat"": ""Backpulver""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
552,552,kochpuddingpulver mitvanillegeschmack,1 päckchen,"{""anzahl"": 1, ""einheit"": ""P\u00e4ckchen""}","{""zutat"": ""Puddingpulver"", ""eigenschaft"": ""Vanille""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""kochpuddingpulver mitvanillegeschmack"", ""erkannteZutat"": ""Kochpuddingpulver mit Vanillegeschmack""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
553,553,weizen grieß,4 esslöffel,"{""anzahl"": 4, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Essl\u00f6ffel"", ""eigenschaft"": ""Weizen""}",0.06,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""griess"", ""erkannteZutat"": ""Getreide Grie\u00df""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
554,554,topfen mager ,1 kg,"{""gewicht"": 1, ""einheit"": ""kg""}","{""zutat"": ""Topfen"", ""eigenschaft"": ""mager""}",1000.0,g,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""g"", ""bezeichnung"": ""topfen mager"", ""erkannteZutat"": ""Bohnentopf energiereduziert""}, {""ZF"": 35730.0, ""ZE"": 21000.0, ""ZK"": 68780.0, ""ZA"": 0.0, ""GCAL"": 690.0, ""QUALI"": -1.62302954}]]}"
555,555,tomaten frisch aus demgarten,1 schüssel,"{""anzahl"": 1, ""einheit"": ""sch\u00fcssel""}","{""zutat"": ""Tomate"", ""eigenschaft"": ""aus dem Garten""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""60.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""tomaten demgarten"", ""erkannteZutat"": ""Tomaten""}, {""ZF"": 126.0, ""ZE"": 570.0, ""ZK"": 1560.0, ""ZA"": 0.0, ""GCAL"": 10.2, ""QUALI"": 1.58920046}]]}"
556,556,paprika,3 stk.,"{""anzahl"": 3, ""einheit"": ""stk.""}","{""zutat"": ""Paprika""}",3.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""paprika"", ""erkannteZutat"": ""Rosenpaprika""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.7765804600000002}]]}"
557,557,zwiebel rot,1 stück,"{""anzahl"": 1, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""rot""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}"
558,558,gurke,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Gurke""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""500.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""gurke"", ""erkannteZutat"": ""Gurke""}, {""ZF"": 1000.0, ""ZE"": 3000.0, ""ZK"": 9050.0, ""ZA"": 0.0, ""GCAL"": 60.0, ""QUALI"": 99999.0}]]}"
559,559,basilikumblätter,1 hand voll,"{""anzahl"": 1, ""einheit"": ""hand voll""}","{""zutat"": ""Basilikumblatt""}",1.0,stk,
560,560,essig,2 esslöffel,"{""volumen"": 2, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Essig""}",0.03,l,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""l"", ""bezeichnung"": ""essig"", ""erkannteZutat"": ""Essig""}, {""ZF"": 0.0, ""ZE"": 20.0, ""ZK"": 30.0, ""ZA"": 0.0, ""GCAL"": 0.95, ""QUALI"": 99999.0}]]}"
561,561,salz grob,1 teelöffel,"{""anzahl"": 1, ""einheit"": ""teel\u00f6ffel""}","{""zutat"": ""Salz"", ""eigenschaft"": ""grob""}",0.005,l,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""l"", ""bezeichnung"": ""salz grob"", ""erkannteZutat"": ""Salz""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.37803046}]]}"
562,562,honig flüssig,1 esslöffel,"{""volumen"": 1, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Honig"", ""eigenschaft"": ""fl\u00fcssig""}",0.015,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""honig flussig"", ""erkannteZutat"": ""Honig""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.44842046}]]}"
563,563,olivenöl extra vergine,2 esslöffel,"{""anzahl"": 2, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""extra vergine""}",0.03,l,"{""detailed_info"": [[{""menge"": ""0.15g"", ""einheit"": ""l"", ""bezeichnung"": ""olivenol extra vergine"", ""erkannteZutat"": ""Oliven\u00f6l""}, {""ZF"": 150.0, ""ZE"": 0.0, ""ZK"": 0.3, ""ZA"": 0.0, ""GCAL"": 1.3259999999999998, ""QUALI"": 1.07093046}]]}"
564,564,gemüsebrühe,200 ml,"{""volumen"": 200, ""einheit"": ""ml""}","{""zutat"": ""Gem\u00fcsebr\u00fche"", ""eigenschaft"": ""gem\u00fcseartig""}",0.2,l,"{""detailed_info"": [[{""menge"": ""1.6g"", ""einheit"": ""l"", ""bezeichnung"": ""gemusebruhe"", ""erkannteZutat"": ""Gem\u00fcsebr\u00fche gek\u00f6rnt""}, {""ZF"": 113.6, ""ZE"": 248.0, ""ZK"": 196.8, ""ZA"": 0.0, ""GCAL"": 2.8160000000000003, ""QUALI"": -0.6503895399999998}]]}"
565,565,küchenmaschine,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""K\u00fcchenmaschine""}",1.0,stk,
566,566,romanesco,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Romanesco""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""romanesco"", ""erkannteZutat"": ""Romanesco (Minarettkohl) roh""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": -0.3579595399999998}]]}"
567,567,blumenkohl frisch,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Blumenkohl"", ""eigenschaft"": ""frisch""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""500.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""blumenkohl"", ""erkannteZutat"": ""Blumenkohl roh""}, {""ZF"": 1400.0, ""ZE"": 12300.0, ""ZK"": 11700.0, ""ZA"": 0.0, ""GCAL"": 115.0, ""QUALI"": 1.53613046}]]}"
