Unnamed: 0,ingredient,amount,ingr_annotation,amount_annotation,norm_value,norm_unit,nutrition,status,prompt_used,recognized_name
437,zucker,1 prise,"{""anzahl"": 1, ""einheit"": ""Prise"", ""zutat"": ""zucker""}","{""zutat"": ""Zucker"", ""eigenschaft"": ""Prise""}",0.0005,liter,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""zucker"", ""erkannteZutat"": ""Zucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 998000.0, ""ZA"": 0.0, ""GCAL"": 4050.0, ""QUALI"": 99999.0}]]}",ok,0.0005 liter Zucker,zucker
439,olivenöl extra vergine,2 esslöffel,"{""anzahl"": 2, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""extra vergine""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""ol"", ""erkannteZutat"": ""Sonnenblumenöl""}, {""ZF"": 30000.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 265.2, ""QUALI"": 99999.0}]]}",ok,0.03 liter Öl,ol
440,wasser lauwarm,200 ml,"{""volumen"": 200, ""einheit"": ""ml""}","{""zutat"": ""Wasser"", ""eigenschaft"": ""lauwarm""}",0.2,liter,"{""detailed_info"": [[{""menge"": ""200.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}",ok,0.2 liter Wasser,wasser
441,ei,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Ei""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""Hühnerei""}, {""ZF"": 4660.0, ""ZE"": 5925.0, ""ZK"": 765.0, ""ZA"": 0.0, ""GCAL"": 68.5, ""QUALI"": 99999.0}]]}",ok,1.0 stück Ei,ei
442,endivien frisch,0.5 stk.,"{""anzahl"": 0.5, ""einheit"": ""stk.""}","{""zutat"": ""Endivie"", ""eigenschaft"": ""frisch""}",0.5,stück,"{""detailed_info"": [[{""menge"": ""0.5g"", ""einheit"": ""g"", ""bezeichnung"": ""endivien"", ""erkannteZutat"": ""Endivien roh""}, {""ZF"": 1.0, ""ZE"": 8.75, ""ZK"": 6.2, ""ZA"": 0.0, ""GCAL"": 0.075, ""QUALI"": 1.3953504600000002}]]}",ok,0.5 g endivien frisch,endivien
443,speck durchwachsen,150 g,"{""gewicht"": 150, ""einheit"": ""g""}","{""zutat"": ""Speck"", ""eigenschaft"": ""durchwachsen""}",150.0,g,"{""detailed_info"": [[{""menge"": ""150.0g"", ""einheit"": ""g"", ""bezeichnung"": ""speck"", ""erkannteZutat"": ""Schwein Speck roh geräuchert""}, {""ZF"": 43336.5, ""ZE"": 23955.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 480.0, ""QUALI"": 99999.0}]]}",ok,150.0 g Speck,speck
444,zwiebel,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Zwiebel""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}",ok,1.0 stück Zwiebel,zwiebel
445,knoblauchzehen gehackt,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Knoblauchzehe"", ""eigenschaft"": ""gehackt""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""knoblauchzehe"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 6.0, ""ZE"": 302.5, ""ZK"": 1420.5, ""ZA"": 0.0, ""GCAL"": 7.1, ""QUALI"": 99999.0}]]}",ok,1.0 stück Knoblauchzehe,knoblauchzehe
446,oliven schwarz entsteint,1 dose,"{""anzahl"": 1, ""einheit"": ""Dose""}","{""zutat"": ""Olive"", ""eigenschaft"": ""entsteint""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""g"", ""bezeichnung"": ""oliven"", ""erkannteZutat"": ""Oliven""}, {""ZF"": 139.01, ""ZE"": 13.8, ""ZK"": 17.6, ""ZA"": 0.0, ""GCAL"": 1.43, ""QUALI"": 99999.0}]]}",ok,1.0 g oliven schwarz entsteint,oliven
447,sardellen  anchovis ,3 stk.,"{""anzahl"": 3, ""einheit"": ""stk.""}","{""zutat"": ""Sardelle""}",3.0,stück,"{""detailed_info"": [[{""menge"": ""3.0g"", ""einheit"": ""g"", ""bezeichnung"": ""sardellen anchovis"", ""erkannteZutat"": ""Sardelle roh""}, {""ZF"": 69.0, ""ZE"": 603.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 3.06, ""QUALI"": 1.5919804600000003}]]}",ok,3.0 g sardellen  anchovis,sardellen anchovis
448,kapern,1 dose,"{""anzahl"": 1, ""einheit"": ""dose""}","{""zutat"": ""Kaper"", ""eigenschaft"": ""Konserve""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""g"", ""bezeichnung"": ""kapern"", ""erkannteZutat"": ""Kapern roh""}, {""ZF"": 4.2, ""ZE"": 21.2, ""ZK"": 26.6, ""ZA"": 0.0, ""GCAL"": 0.23, ""QUALI"": 1.25457046}]]}",ok,1.0 g kapern,kapern
450,muskatnuss frisch gerieben,2 prise,"{""anzahl"": 2, ""einheit"": ""Prise""}","{""zutat"": ""Muskatnuss"", ""eigenschaft"": ""gerieben""}",0.001,liter,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""muskatnuss"", ""erkannteZutat"": ""Muskatnuss getrocknet""}, {""ZF"": 363000.0, ""ZE"": 58000.0, ""ZK"": 450000.0, ""ZA"": 0.0, ""GCAL"": 5270.0, ""QUALI"": 0.4629904600000001}]]}",ok,0.001 liter Muskatnuss,muskatnuss
451,pfeffer aus der mühleschwarz,3 prise,"{""anzahl"": 3, ""einheit"": ""prise"", ""zutat"": ""pfeffer""}","{""zutat"": ""Pfeffer"", ""eigenschaft"": ""schwarz""}",0.0015,liter,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""pfeffer"", ""erkannteZutat"": ""Pfeffer""}, {""ZF"": 33000.0, ""ZE"": 109000.0, ""ZK"": 520000.0, ""ZA"": 0.0, ""GCAL"": 2850.0, ""QUALI"": 99999.0}]]}",ok,0.0015 liter Pfeffer,pfeffer
452,sahne,1 päckchen,"{""anzahl"": 1, ""einheit"": ""P\u00e4ckchen""}","{""zutat"": ""Sahne""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""g"", ""bezeichnung"": ""sahne"", ""erkannteZutat"": ""Sahne""}, {""ZF"": 317.01, ""ZE"": 23.6, ""ZK"": 32.7, ""ZA"": 0.0, ""GCAL"": 3.03, ""QUALI"": 99999.0}]]}",ok,1.0 g sahne,sahne
453,eier,2 stk.,"{""anzahl"": 2, ""einheit"": ""stk.""}","{""zutat"": ""Ei"", ""eigenschaft"": ""ganz""}",2.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""Hühnerei""}, {""ZF"": 9320.0, ""ZE"": 11850.0, ""ZK"": 1530.0, ""ZA"": 0.0, ""GCAL"": 137.0, ""QUALI"": 99999.0}]]}",ok,2.0 stück Ei,ei
454,schnittlauch frisch gehackt,1 bund,"{""anzahl"": 1, ""einheit"": ""bund""}","{""zutat"": ""Schnittlauch"", ""eigenschaft"": ""gehackt""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""2.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""schnittlauch"", ""erkannteZutat"": ""Schnittlauch""}, {""ZF"": 14.8, ""ZE"": 71.6, ""ZK"": 31.8, ""ZA"": 0.0, ""GCAL"": 0.56, ""QUALI"": 99999.0}]]}",ok,1.0 stück Schnittlauch,schnittlauch
455,karotten gerieben,300 g,"{""gewicht"": 300, ""einheit"": ""g""}","{""zutat"": ""Karotte"", ""eigenschaft"": ""gerieben""}",300.0,g,"{""detailed_info"": [[{""menge"": ""300.0g"", ""einheit"": ""g"", ""bezeichnung"": ""karotte"", ""erkannteZutat"": ""Karotten-Saftschorle""}, {""ZF"": 228.0, ""ZE"": 945.0, ""ZK"": 7125.0, ""ZA"": 0.0, ""GCAL"": 36.0, ""QUALI"": -0.19605954000000003}]]}",ok,300.0 g Karotte,karotte
456,apfel elstar,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Apfel"", ""eigenschaft"": ""Elstar""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""115.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""apfel"", ""erkannteZutat"": ""Apfel""}, {""ZF"": 56.35, ""ZE"": 391.0, ""ZK"": 16502.5, ""ZA"": 0.0, ""GCAL"": 70.15, ""QUALI"": 99999.0}]]}",ok,1.0 stück Apfel,apfel
458,zucker,0.5 teelöffel,"{""anzahl"": 0.5, ""einheit"": ""teel\u00f6ffel""}","{""zutat"": ""Teel\u00f6ffel"", ""eigenschaft"": ""0.5""}",0.0025,liter,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""g"", ""bezeichnung"": ""zucker"", ""erkannteZutat"": ""Zucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 998.0, ""ZA"": 0.0, ""GCAL"": 4.05, ""QUALI"": 99999.0}]]}",ok,0.0025 g zucker,zucker
459,rapsöl,4 esslöffel,"{""anzahl"": 4, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""Raps-""}",0.06,liter,"{""detailed_info"": [[{""menge"": ""60.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""ol"", ""erkannteZutat"": ""Sonnenblumenöl""}, {""ZF"": 60000.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 530.4, ""QUALI"": 99999.0}]]}",ok,0.06 liter Öl,ol
460,zitronensaft,2 esslöffel,"{""volumen"": 2, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Zitronensaft""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""zitronensaft"", ""erkannteZutat"": ""Zitrone Fruchtsaft""}, {""ZF"": 145.2, ""ZE"": 190.5, ""ZK"": 1126.8, ""ZA"": 0.0, ""GCAL"": 11.1, ""QUALI"": 99999.0}]]}",ok,0.03 liter Zitronensaft,zitronensaft
461,wasser,2 ½ liter,"{""volumen"": ""2 \u00bd"", ""einheit"": ""liter""}","{""zutat"": ""Liter"", ""eigenschaft"": ""halb""}",2.5,liter,"{""detailed_info"": [[{""menge"": ""2.5g"", ""einheit"": ""g"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}",ok,2.5 g wasser,wasser
462,zwiebel frisch,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""frisch""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}",ok,1.0 stück Zwiebel,zwiebel
465,chilischote grün,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Chilischote"", ""eigenschaft"": ""gr\u00fcn""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""g"", ""bezeichnung"": ""chilischote"", ""erkannteZutat"": ""Chilisoßen""}, {""ZF"": 25.07, ""ZE"": 64.08, ""ZK"": 223.68, ""ZA"": 0.0, ""GCAL"": 1.41, ""QUALI"": 0.63580046}]]}",ok,1.0 g chilischote grün,chilischote
466,pfefferkörner,15 stk.,"{""anzahl"": 15, ""einheit"": ""stk.""}","{""zutat"": ""Pfefferkorn""}",15.0,stück,"{""detailed_info"": [[{""menge"": ""15.0g"", ""einheit"": ""g"", ""bezeichnung"": ""pfefferkorner"", ""erkannteZutat"": ""Pfefferkörner grün""}, {""ZF"": 114.15, ""ZE"": 565.65, ""ZK"": 3497.1, ""ZA"": 0.0, ""GCAL"": 17.55, ""QUALI"": 0.23907045999999998}]]}",ok,15.0 g pfefferkörner,pfefferkorner
467,piment,3 stk.,"{""anzahl"": 3, ""einheit"": ""stk.""}","{""zutat"": ""Piment""}",3.0,stück,"{""detailed_info"": [[{""menge"": ""3.0g"", ""einheit"": ""g"", ""bezeichnung"": ""piment"", ""erkannteZutat"": ""Piment""}, {""ZF"": 261.0, ""ZE"": 183.0, ""ZK"": 1515.0, ""ZA"": 0.0, ""GCAL"": 9.24, ""QUALI"": 99999.0}]]}",ok,3.0 g piment,piment
468,karotten,3 stk.,"{""anzahl"": 3, ""einheit"": ""stk.""}","{""zutat"": ""Karotte""}",3.0,stück,"{""detailed_info"": [[{""menge"": ""3.0g"", ""einheit"": ""g"", ""bezeichnung"": ""karotten"", ""erkannteZutat"": ""Karotten-Saftschorle""}, {""ZF"": 2.28, ""ZE"": 9.45, ""ZK"": 71.25, ""ZA"": 0.0, ""GCAL"": 0.36, ""QUALI"": 0.20063045999999995}]]}",ok,3.0 g karotten,karotten
469,topinambur frisch,8 stk.,"{""anzahl"": 8, ""einheit"": ""stk.""}","{""zutat"": ""Topinambur"", ""eigenschaft"": ""frisch""}",8.0,stück,"{""detailed_info"": [[{""menge"": ""8.0g"", ""einheit"": ""g"", ""bezeichnung"": ""topinambur"", ""erkannteZutat"": ""Topinambur roh""}, {""ZF"": 32.8, ""ZE"": 195.2, ""ZK"": 320.0, ""ZA"": 0.0, ""GCAL"": 2.48, ""QUALI"": 1.53613046}]]}",ok,8.0 g topinambur frisch,topinambur
470,rote bete frisch,3 stk,"{""anzahl"": 3, ""einheit"": ""stk""}","{""zutat"": ""Rote Bete"", ""eigenschaft"": ""frisch""}",3.0,stück,"{""detailed_info"": [[{""menge"": ""3.0g"", ""einheit"": ""g"", ""bezeichnung"": ""bete"", ""erkannteZutat"": ""Sorbet""}, {""ZF"": 1.2, ""ZE"": 6.48, ""ZK"": 963.12, ""ZA"": 25.59, ""GCAL"": 4.17, ""QUALI"": 0.7381804600000001}]]}",ok,3.0 g rote bete frisch,bete
471,viktoriabarsch,550 g,"{""gewicht"": 550, ""einheit"": ""g""}","{""zutat"": ""Barsch"", ""eigenschaft"": ""viktorianisch""}",550.0,g,"{""detailed_info"": [[{""menge"": ""550.0g"", ""einheit"": ""g"", ""bezeichnung"": ""barsch"", ""erkannteZutat"": ""Barsch gesalzen""}, {""ZF"": 4339.5, ""ZE"": 94490.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 423.5, ""QUALI"": 0.4245904600000001}]]}",ok,550.0 g Barsch,barsch
472,mehl,2 esslöffel,"{""anzahl"": 2, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Mehl""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""mehl"", ""erkannteZutat"": ""Mehl""}, {""ZF"": 294.0, ""ZE"": 3012.0, ""ZK"": 21702.3, ""ZA"": 0.0, ""GCAL"": 102.9, ""QUALI"": 99999.0}]]}",ok,0.03 liter Mehl,mehl
473,butterschmalz,1 esslöffel,"{""volumen"": 1, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Butterschmalz""}",0.015,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""butterschmalz"", ""erkannteZutat"": ""Butterschmalz""}, {""ZF"": 9950.0, ""ZE"": 25.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 88.0, ""QUALI"": 99999.0}]]}",ok,0.015 liter Butterschmalz,butterschmalz
474,wasser gesalzen,1 ½ liter,"{""volumen"": ""1 \u00bd"", ""einheit"": ""liter""}","{""zutat"": ""Wasser"", ""eigenschaft"": ""gesalzen""}",1.5,liter,"{""detailed_info"": [[{""menge"": ""1500.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}",ok,1.5 liter Wasser,wasser
475,wildreis,1 ½ tasse,"{""volumen"": ""1 \u00bd"", ""einheit"": ""tasse""}","{""zutat"": ""Reis"", ""eigenschaft"": ""wild""}",0.375,liter,"{""detailed_info"": [[{""menge"": ""380.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""reis"", ""erkannteZutat"": ""Reis roh""}, {""ZF"": 2356.0, ""ZE"": 27968.0, ""ZK"": 295374.0, ""ZA"": 0.0, ""GCAL"": 1333.8, ""QUALI"": 1.11379046}]]}",ok,0.375 liter Reis,reis
476,butter,1 esslöffel,"{""volumen"": ""1"", ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Butter""}",0.015,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""butter"", ""erkannteZutat"": ""Butter""}, {""ZF"": 8319.9, ""ZE"": 67.0, ""ZK"": 60.0, ""ZA"": 0.0, ""GCAL"": 74.1, ""QUALI"": 99999.0}]]}",ok,0.015 liter Butter,butter
477,schnittlauch frisch gehackt,2 esslöffel,"{""anzahl"": 2, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Schnittlauch"", ""eigenschaft"": ""gehackt""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""schnittlauch"", ""erkannteZutat"": ""Schnittlauch""}, {""ZF"": 222.0, ""ZE"": 1074.0, ""ZK"": 477.0, ""ZA"": 0.0, ""GCAL"": 8.4, ""QUALI"": 99999.0}]]}",ok,0.03 liter Schnittlauch,schnittlauch
479,zwiebel gewürfelt,0.5 stk.,"{""anzahl"": 0.5, ""einheit"": ""stk.""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""gew\u00fcrfelt""}",0.5,stück,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 125.0, ""ZE"": 588.5, ""ZK"": 2460.5, ""ZA"": 0.0, ""GCAL"": 14.0, ""QUALI"": 99999.0}]]}",ok,0.5 stück Zwiebel,zwiebel
480,quark magerstufe,2 esslöffel,"{""anzahl"": 2, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Quark"", ""eigenschaft"": ""mager""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""quark"", ""erkannteZutat"": ""Quark""}, {""ZF"": 74.7, ""ZE"": 4050.0, ""ZK"": 960.0, ""ZA"": 0.0, ""GCAL"": 21.9, ""QUALI"": 99999.0}]]}",ok,0.03 liter Quark,quark
481,senf mittelscharf,1 esslöffel,"{""volumen"": 1, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Senf"", ""eigenschaft"": ""mittelscharf""}",0.015,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""senf"", ""erkannteZutat"": ""Senf""}, {""ZF"": 399.9, ""ZE"": 600.0, ""ZK"": 600.0, ""ZA"": 0.0, ""GCAL"": 8.6, ""QUALI"": 99999.0}]]}",ok,0.015 liter Senf,senf
482,karotten gerieben,0.5 stk.,"{""anzahl"": 0.5, ""einheit"": ""stk.""}","{""zutat"": ""Karotte"", ""eigenschaft"": ""gerieben""}",0.5,stück,"{""detailed_info"": [[{""menge"": ""0.5g"", ""einheit"": ""g"", ""bezeichnung"": ""karotten"", ""erkannteZutat"": ""Karotten-Saftschorle""}, {""ZF"": 0.38, ""ZE"": 1.575, ""ZK"": 11.875, ""ZA"": 0.0, ""GCAL"": 0.06, ""QUALI"": 0.20063045999999995}]]}",ok,0.5 g karotten gerieben,karotten
483,tomaten getrocknet,5 stk.,"{""anzahl"": 5, ""einheit"": ""stk.""}","{""zutat"": ""Tomate"", ""eigenschaft"": ""getrocknet""}",5.0,stück,"{""detailed_info"": [[{""menge"": ""300.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""tomate"", ""erkannteZutat"": ""Tomaten""}, {""ZF"": 630.0, ""ZE"": 2850.0, ""ZK"": 7800.0, ""ZA"": 0.0, ""GCAL"": 51.0, ""QUALI"": 1.1925104600000003}]]}",ok,5.0 stück Tomate,tomate
484,semmelbrösel,3 stk.,"{""anzahl"": 3, ""einheit"": ""stk.""}","{""zutat"": ""Semmelbr\u00f6sel""}",3.0,stück,"{""detailed_info"": [[{""menge"": ""3.0g"", ""einheit"": ""g"", ""bezeichnung"": ""semmelbrosel"", ""erkannteZutat"": ""Semmelbrösel""}, {""ZF"": 63.0, ""ZE"": 303.0, ""ZK"": 2205.45, ""ZA"": 0.0, ""GCAL"": 10.74, ""QUALI"": 0.9685504600000002}]]}",ok,3.0 g semmelbrösel,semmelbrosel
485,ei,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Ei""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""Hühnerei""}, {""ZF"": 4660.0, ""ZE"": 5925.0, ""ZK"": 765.0, ""ZA"": 0.0, ""GCAL"": 68.5, ""QUALI"": 99999.0}]]}",ok,1.0 stück Ei,ei
486,petersilie fein geschnitten,1 esslöffel,"{""volumen"": 1, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Petersilie"", ""eigenschaft"": ""fein geschnitten""}",0.015,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""petersilie"", ""erkannteZutat"": ""Petersilienblatt""}, {""ZF"": 36.0, ""ZE"": 443.0, ""ZK"": 738.0, ""ZA"": 0.0, ""GCAL"": 5.2, ""QUALI"": 0.86617046}]]}",ok,0.015 liter Petersilie,petersilie
487,schnittlauch frisch gehackt,1 esslöffel,"{""volumen"": 1, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Schnittlauch"", ""eigenschaft"": ""gehackt""}",0.015,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""schnittlauch"", ""erkannteZutat"": ""Schnittlauch""}, {""ZF"": 74.0, ""ZE"": 358.0, ""ZK"": 159.0, ""ZA"": 0.0, ""GCAL"": 2.8, ""QUALI"": 99999.0}]]}",ok,0.015 liter Schnittlauch,schnittlauch
488,zwiebel gewürfelt,0.5 stk.,"{""anzahl"": 0.5, ""einheit"": ""stk.""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""gew\u00fcrfelt""}",0.5,stück,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 125.0, ""ZE"": 588.5, ""ZK"": 2460.5, ""ZA"": 0.0, ""GCAL"": 14.0, ""QUALI"": 99999.0}]]}",ok,0.5 stück Zwiebel,zwiebel
489,butterschmalz,1 esslöffel,"{""volumen"": 1, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Butterschmalz""}",0.015,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""butterschmalz"", ""erkannteZutat"": ""Butterschmalz""}, {""ZF"": 9950.0, ""ZE"": 25.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 88.0, ""QUALI"": 99999.0}]]}",ok,0.015 liter Butterschmalz,butterschmalz
490,speck durchwachsen,50 g,"{""gewicht"": 50, ""einheit"": ""g""}","{""zutat"": ""Speck"", ""eigenschaft"": ""durchwachsen""}",50.0,g,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""g"", ""bezeichnung"": ""speck"", ""erkannteZutat"": ""Schwein Speck roh geräuchert""}, {""ZF"": 14445.5, ""ZE"": 7985.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 160.0, ""QUALI"": 99999.0}]]}",ok,50.0 g Speck,speck
492,kondensmilch     fett,0.75 päckchen,"{""anzahl"": 0.75, ""einheit"": ""P\u00e4ckchen""}","{""zutat"": ""Kondensmilch"", ""eigenschaft"": ""fett""}",0.75,stück,"{""detailed_info"": [[{""menge"": ""3.75g"", ""einheit"": ""stück"", ""bezeichnung"": ""fett"", ""erkannteZutat"": ""Bratfett (tierisches Fett)""}, {""ZF"": 3723.75, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 32.925, ""QUALI"": -0.12749953999999986}]]}",ok,0.75 stück kondensmilch     fett,fett
493,emmentaler gerieben,40 g,"{""gewicht"": 40, ""einheit"": ""g""}","{""zutat"": ""Emmentaler"", ""eigenschaft"": ""gerieben""}",40.0,g,"{""detailed_info"": [[{""menge"": ""40.0g"", ""einheit"": ""g"", ""bezeichnung"": ""emmentaler"", ""erkannteZutat"": ""Emmentaler""}, {""ZF"": 11939.6, ""ZE"": 11062.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 151.2, ""QUALI"": 99999.0}]]}",ok,40.0 g Emmentaler,emmentaler
494,teigwaren  allgemein hörnchen,120 g,"{""gewicht"": 120, ""einheit"": ""g""}","{""zutat"": ""Teigware"", ""eigenschaft"": ""H\u00f6rnchen""}",120.0,g,"{""detailed_info"": [[{""menge"": ""120.0g"", ""einheit"": ""g"", ""bezeichnung"": ""teigware"", ""erkannteZutat"": ""Teigwaren roh""}, {""ZF"": 3336.0, ""ZE"": 15956.4, ""ZK"": 83892.0, ""ZA"": 0.0, ""GCAL"": 434.4, ""QUALI"": 1.0690504600000001}]]}",ok,120.0 g Teigware,teigware
495,wasser gesalzen,1 ½ liter,"{""volumen"": ""1 \u00bd"", ""einheit"": ""liter""}","{""zutat"": ""Wasser"", ""eigenschaft"": ""gesalzen""}",1.5,liter,"{""detailed_info"": [[{""menge"": ""1500.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}",ok,1.5 liter Wasser,wasser
